Order Year,Order Month,Order Quarter,Region,Product Category,Product,Sales,Quantity,Discount,Profit,Profit Margin,Shipping Cost,Browsing Time (min),Age,Gender,Education,Marital Status,Age Group
2023,8,Q2,华东,服装,产品21,236.47598002326458,1,0.16094111735654196,359.16420896803737,25.124618335720328,25.502736828507828,20.311984569074507,63,女,硕士,已婚,60+
2023,10,Q1,西南,电子产品,产品10,3193.73909763643,5,0.15078903468637603,332.4451894619253,18.93781497880985,32.53568381452959,42.93935577793136,69,男,本科,已婚,60+
2022,3,Q4,华东,美妆,产品19,2189.3519483279506,2,0.07733354646119739,477.85009451341705,26.726454199776665,21.808384890428353,27.76138398470131,53,女,其他,未婚,50-59
2022,12,Q4,华北,家居,产品25,2785.911493367308,4,0.21040906809313242,878.6332719411955,19.5381980782588,36.587624005391305,10.679976778411508,45,女,硕士,离异,40-49
2022,5,Q1,西北,电子产品,产品4,955.7712108920148,3,0.004311885533333293,49.87849366664054,42.75369935033306,42.60747184915421,22.085515327074717,31,男,其他,离异,30-39
2024,6,Q4,西北,食品,产品29,1550.066944239419,3,0.01485378891068806,806.7844891235073,18.395317201678058,35.97049748010423,30.717795233952934,53,男,高中,已婚,50-59
2024,10,Q4,西北,服装,产品19,3352.739926778353,2,0.1798075761407408,375.29773653117894,34.68936382038877,28.066218208121143,15.239681481541076,23,男,硕士,未婚,20-29
2024,6,Q4,西南,食品,产品43,4829.983345788959,6,0.10250237214553623,856.0728355305929,11.164200003928752,25.639608177156664,4.50423067671702,26,女,本科,未婚,20-29
2023,4,Q2,华南,家居,产品2,347.0421906508251,2,0.2859949116602882,804.1809787474979,35.90899221807095,33.90438429390849,26.67116792727894,38,女,高中,离异,30-39
2024,3,Q4,华南,电子产品,产品10,4462.883172190804,8,0.2709572072168357,355.2736349221275,46.09848702200152,35.59149012205986,42.70628741926592,29,男,博士,离异,20-29
2023,4,Q4,华东,家居,产品43,2926.7178864249213,8,0.21411187760301217,696.9377699683998,32.38624195879588,30.142824958604255,22.343167364779646,47,男,本科,已婚,40-49
2023,1,Q4,西南,电子产品,产品25,2863.2058771025563,5,0.24544367433834038,168.03642920570573,30.193492101551474,33.12240237983278,40.86879954846967,48,男,其他,离异,40-49
2024,4,Q2,西北,美妆,产品20,2551.3648225180254,7,0.200199554900308,897.3187366421502,48.25032206097381,9.34649071225395,37.74103788835453,57,女,本科,已婚,50-59
2023,1,Q1,西北,服装,产品48,440.0310209304986,4,0.037674630813048206,410.4461538073903,33.23284498921309,47.8294482264047,7.486162479895268,21,女,博士,未婚,20-29
2024,12,Q3,华北,美妆,产品19,540.3965735071872,1,0.22966301090676078,461.0693592016482,16.679769497288717,40.58478786794153,32.159476560765114,48,女,本科,离异,40-49
2024,1,Q4,华北,美妆,产品23,3044.4688277295218,2,0.06305759061565391,708.701460526615,18.15759607314832,21.82675413680527,20.160483103167053,44,男,高中,未婚,40-49
2022,10,Q1,西北,家居,产品24,1770.6970000342358,4,0.09703285653005903,822.6318343378025,36.73879891411673,30.326567492913348,12.010838311569223,42,女,本科,未婚,40-49
2024,6,Q4,西北,服装,产品11,4594.613526230635,1,0.24577026363072604,243.9793158949275,38.09464672514839,7.129603856138961,31.225287649334934,22,女,硕士,已婚,20-29
2022,5,Q2,西南,电子产品,产品46,2092.293633061414,8,0.16095768251803447,664.7366384782255,18.657330430505684,6.855251629957717,33.67707162088254,23,男,博士,未婚,20-29
2024,11,Q1,华南,电子产品,产品34,802.0791476429413,9,0.25798221425502277,398.078063450257,20.54047900668486,16.28592508003832,8.915438024332907,22,女,本科,已婚,20-29
2024,4,Q2,华北,食品,产品28,3602.1222841599765,4,0.06391059595297925,375.0158947639217,49.59754289325892,36.03657390640805,41.23556601047317,68,男,博士,已婚,60+
2022,11,Q4,华南,电子产品,产品5,1537.4317650609482,3,0.18233353158206614,693.1255657012482,9.587864731112486,43.34664865100053,34.0504787338634,44,女,高中,未婚,40-49
2022,3,Q4,西南,家居,产品5,2674.8045060438767,2,0.025137291764478487,393.311441414375,23.20902627980447,30.16336459909318,42.06852196224662,25,男,硕士,未婚,20-29
2024,1,Q2,西北,美妆,产品21,3519.3806489753333,5,0.19291829806200889,352.64741516276354,7.810138903887836,28.94597328120586,14.951221625602404,26,男,其他,已婚,20-29
2023,6,Q3,华南,美妆,产品12,4511.294144890145,3,0.22876021133266042,837.52952404498,41.94852628992085,23.10392902061597,42.33074069269142,32,女,本科,已婚,30-39
2022,2,Q2,西北,美妆,产品4,3981.736854528213,7,0.1754792681936165,110.26336259269631,9.155562752544451,12.271908018110953,17.214776944888758,53,男,高中,未婚,50-59
2023,8,Q4,西北,服装,产品49,3414.169232576348,6,0.07986945044964307,679.1336966019086,35.330331040822,10.325934559696439,3.3746695028052365,58,女,博士,已婚,50-59
2023,10,Q2,华东,电子产品,产品42,3430.2025937362037,1,0.009402800657660014,256.2381398527184,7.541754080156693,39.230589254943474,34.570653103197024,24,男,博士,已婚,20-29
2023,5,Q3,华南,家居,产品20,4735.030755757224,8,0.03583466518928573,25.343259407928404,35.278476701436105,46.7376598083459,31.954358339886998,49,男,高中,离异,40-49
2022,7,Q2,华南,服装,产品38,1549.5380777330265,2,0.18669089372220785,175.0966261839651,42.93666261174665,25.62274473738229,27.30808365958663,25,男,本科,离异,20-29
2023,10,Q3,西北,食品,产品25,105.4492615613183,5,0.2803260650527541,610.5949144781091,22.94696871158258,34.67505464220372,22.555324752903655,64,女,其他,离异,60+
2022,12,Q3,西南,家居,产品14,1432.5773410511736,9,0.061960321191601914,712.035919571078,28.49569220444796,46.150594289642356,2.415271894195781,68,男,本科,离异,60+
2023,2,Q2,华东,家居,产品11,1167.6677601710455,8,0.22050784473152962,30.847205720756843,23.069378210237712,9.055113482036504,28.48227906688679,32,男,硕士,离异,30-39
2024,8,Q2,西北,家居,产品32,3342.989467058591,2,0.25993531897471245,46.06118886870295,18.52199413846875,39.671665390356345,19.34072306980292,54,女,本科,已婚,50-59
2024,2,Q1,华北,美妆,产品11,3205.1868388510925,9,0.1562646535342533,903.5166936945236,41.14685302822077,32.75675979690088,25.64921372060158,36,男,硕士,已婚,30-39
2022,4,Q4,华北,家居,产品18,3007.9607752531465,5,0.20077973875309732,82.57275993258264,17.240115817894534,31.93867304734376,19.890139046575996,56,男,博士,离异,50-59
2024,1,Q3,华东,电子产品,产品27,179.59287172632315,6,0.24450459500284444,895.2403370304055,37.53245409752512,18.164319281670643,43.50646984166875,23,男,硕士,未婚,20-29
2024,5,Q1,西南,家居,产品18,3671.0124668081726,3,0.07820254732217807,235.88425461339673,14.278868566484102,35.77520096499546,27.580791650637273,36,男,其他,离异,30-39
2023,9,Q2,西北,美妆,产品23,1685.2990211789086,3,0.08906870228041289,742.6176221566307,16.24342082352483,40.76589896693494,33.96639854650856,45,女,高中,未婚,40-49
2022,1,Q4,华南,家居,产品11,3358.7743461324926,8,0.00018825498853685118,316.63591645655197,20.140752315974552,10.078617422466372,42.199265688727664,34,男,硕士,已婚,30-39
2023,9,Q1,华东,食品,产品21,2827.234299660551,2,0.28892823926934075,860.164505353092,31.51203698272047,29.008464394144273,27.030370208336546,59,男,本科,未婚,50-59
2023,11,Q3,西南,食品,产品44,1779.381534596745,2,0.2752634683789034,703.4503167701143,25.449004362179352,9.556933144433435,1.5307507841856332,36,女,硕士,已婚,30-39
2023,8,Q1,华南,美妆,产品5,759.423708810128,5,0.2293704791278291,407.7953240156782,38.53151644225192,44.265830868394005,2.508833845663864,48,男,博士,未婚,40-49
2023,6,Q3,华北,电子产品,产品23,562.6525985363567,6,0.023722806292994437,85.53942963233875,14.610528515128655,27.843652519535627,31.90289110048192,28,男,硕士,已婚,20-29
2023,7,Q2,华北,电子产品,产品41,4174.4398322498955,2,0.13425086690985244,735.373182032099,5.480252953197535,41.35845601673408,13.279745990656474,32,女,其他,已婚,30-39
2023,3,Q4,华南,服装,产品25,4600.147956199634,5,0.03056752619146584,620.7159084055297,39.9450862303349,21.56385369497964,26.492708003309744,27,女,硕士,离异,20-29
2023,1,Q4,华东,美妆,产品41,3283.961429145068,7,0.004776080178839581,12.882600655450853,41.97422002460326,10.628520206734644,9.900195967989433,60,女,其他,已婚,60+
2022,5,Q4,华北,家居,产品10,606.8271628163685,8,0.18485488956377918,19.325657412720872,7.676607339877529,6.867468697357016,12.890950502715421,40,女,本科,离异,40-49
2024,12,Q2,西北,美妆,产品22,2069.9333627523793,7,0.28824882512405653,810.705043460767,32.49083849712784,17.667932934756898,23.204206461715312,20,男,博士,离异,20-29
2023,12,Q3,华南,服装,产品19,3671.8020805152705,8,0.27086040702964503,266.80574141383534,22.019305274288506,15.990516516383535,43.92505638766761,20,女,高中,离异,20-29
2023,2,Q2,华南,美妆,产品1,3921.122331649334,9,0.2090264444806213,639.772331050785,40.725304483753256,30.21583883089828,28.11590152520443,35,男,本科,未婚,30-39
2023,5,Q4,华北,美妆,产品7,679.2712492263341,5,0.028992175249461426,459.67227556759497,44.348654938841534,5.978247712866831,42.19051659857302,42,女,本科,未婚,40-49
2023,8,Q2,华东,服装,产品4,100.15052234237383,5,0.08224921130169004,864.7957143765495,43.29516950587621,28.4256744934628,43.21271359302569,60,男,高中,已婚,60+
2023,11,Q2,西北,电子产品,产品1,3589.4715248149646,4,0.09601701806558728,917.7915019714637,39.97419113078835,22.62972839054014,10.156839842502327,37,女,硕士,离异,30-39
2023,9,Q2,华东,家居,产品15,1847.3212623324075,9,0.22894501732366834,996.8396355520655,17.10735029339733,30.970502146149897,14.692518508633556,46,女,硕士,离异,40-49
2024,2,Q3,西南,服装,产品40,1346.9585249294753,5,0.2406747537705342,162.14729444917435,41.53503396057425,36.60878876676641,34.87966037362298,39,男,硕士,已婚,30-39
2024,12,Q1,西南,食品,产品12,163.19760196867466,2,0.11553183689697612,864.3344060107206,29.006531415783172,33.53413752859275,39.13761610081913,67,女,博士,离异,60+
2023,3,Q1,华北,电子产品,产品22,2747.4670931313485,8,0.1253651989852829,273.36116296151374,7.374047667444087,49.308996621801484,23.84597674433922,32,女,本科,已婚,30-39
2024,3,Q2,华北,食品,产品22,4270.63860358731,7,0.0133527117828514,594.9077161465526,25.562248245421202,11.221940474459197,44.701946960344166,56,女,其他,离异,50-59
2022,1,Q1,华北,电子产品,产品47,4792.39506673568,8,0.0867410155256283,510.71510553051877,47.397106266349695,24.338165401840033,1.5091767452318918,27,男,高中,未婚,20-29
2023,8,Q1,西南,家居,产品17,2872.1502580051174,3,0.13538555315329198,27.80825025666378,44.95367073809987,24.117383148949003,14.182076845749489,38,女,本科,已婚,30-39
2022,6,Q2,华东,家居,产品29,2620.8605059254814,4,0.03509491391557727,933.4435671070338,9.601892644870222,23.76739416663143,28.419117164761513,69,女,硕士,已婚,60+
2022,12,Q2,华东,美妆,产品46,516.7762888972813,5,0.1359802382265064,87.54378459772626,38.48570085714666,34.870927641920076,21.648756081249246,46,男,高中,未婚,40-49
2023,8,Q4,华北,食品,产品14,2789.4767275587387,6,0.2559527436773401,691.3367302136585,41.260678968120565,27.04226272460251,6.130530522867232,49,男,其他,已婚,40-49
2024,11,Q1,西北,电子产品,产品20,1961.8974869304336,1,0.174396305917516,787.1567678461795,17.212468470654414,28.28446519158334,17.182631761144798,27,女,本科,未婚,20-29
2022,9,Q3,华东,家居,产品48,3074.962876329527,4,0.023678956511523696,797.3349705572074,26.222385683349152,24.45601964660441,2.1196743049817184,30,男,本科,离异,30-39
2023,5,Q2,西南,服装,产品33,2004.7591045950787,5,0.0575013956490823,144.13957373955634,36.99445736586573,49.626475745835315,29.280826027312294,64,男,博士,未婚,60+
2022,12,Q4,华南,家居,产品43,1277.465704906797,7,0.14236330504756686,453.0942510028924,24.756866996951654,46.7402606968569,40.28067189183963,40,男,本科,未婚,40-49
2022,3,Q3,华南,服装,产品15,565.3298486190449,5,0.10844614494654362,831.13458172964,10.075861348995963,18.847588521396695,39.93446144647219,67,女,本科,已婚,60+
2022,5,Q1,华南,电子产品,产品12,1643.100378485589,1,0.10761810586382962,309.65241827496715,36.76471001067747,10.021726614500023,31.779956845684048,40,女,其他,离异,40-49
2022,5,Q4,西北,家居,产品40,573.5596880099862,7,0.15878023444307704,473.0711886209169,46.02374103808866,42.78941258173713,21.49388860190881,48,男,其他,未婚,40-49
2024,5,Q2,华北,家居,产品20,966.7950590375212,8,0.17531877647683722,280.0659537728473,34.36181277827709,49.872661314157604,23.52939122242555,21,女,高中,离异,20-29
2022,3,Q3,西南,电子产品,产品30,4937.947177039775,7,0.23905847108285733,468.91590370647094,39.82103368560652,18.16740023178405,7.024428255809168,69,男,硕士,未婚,60+
2022,11,Q2,西北,家居,产品38,2276.107428842431,4,0.10228996903874539,888.9595433669513,21.126314104602283,21.10032166287948,16.004752097244932,66,女,其他,已婚,60+
2022,10,Q1,西南,服装,产品3,2706.171655874581,8,0.24163988491217603,460.5729887224418,13.243921030698568,47.37349316683413,9.26003532192404,20,男,高中,未婚,20-29
2024,4,Q3,西南,家居,产品28,4380.730790812355,5,0.10158336873378976,560.3528969035772,33.92481477282317,37.00082831013904,37.132808947398004,38,女,本科,未婚,30-39
2022,9,Q1,华北,食品,产品26,4978.2876124043705,9,0.016629896682370148,409.9365204700527,19.74970426285485,18.303724930083625,41.24917165887023,19,男,高中,离异,<20
2022,10,Q1,华南,美妆,产品30,2955.3008017889397,5,0.16625629530143735,465.5160113712923,43.703308354540674,31.147092107776178,24.62462350248515,21,女,高中,未婚,20-29
2024,9,Q4,华北,服装,产品13,4081.121723116441,1,0.17637069746844436,25.02245705595748,10.518262249010295,47.49033107139152,33.02161778256954,18,女,高中,已婚,<20
2024,2,Q2,西北,食品,产品13,1702.0110192497089,9,0.280362073686558,290.90805486085145,24.505866487990566,41.531589812560036,6.344449919913609,32,男,高中,已婚,30-39
2024,8,Q3,西北,电子产品,产品2,1598.1453914917265,5,0.21781839781874232,442.21590452440614,22.85274202107736,38.38247211778968,27.775524304198488,50,女,其他,未婚,50-59
2022,8,Q1,西北,服装,产品37,2073.248232873345,6,0.27533179574833183,637.4590062328016,47.212423409926835,38.16483402771601,31.922804940625223,23,女,硕士,未婚,20-29
2024,7,Q1,华北,美妆,产品49,3395.2855871008805,4,0.27250416307290287,455.55141124835325,11.891066027198175,13.010914593152165,20.921797698501635,24,女,高中,离异,20-29
2024,8,Q3,西南,美妆,产品38,3442.739277349984,6,0.18137223307747263,344.4388728883484,5.443107125540493,42.11065576525714,11.704015716710739,36,女,博士,离异,30-39
2022,3,Q1,西南,电子产品,产品2,1644.673229782309,8,0.15832861960093425,394.2177479907156,15.713834576320291,17.42533845995562,39.604478903821224,61,女,本科,已婚,60+
2024,6,Q4,华东,电子产品,产品36,752.7286282694806,3,0.16723229014907998,249.87039590846186,41.91245868958945,46.866499605568826,33.687983677963786,18,女,本科,离异,<20
2022,1,Q4,西北,服装,产品26,3198.741656680992,5,0.2934992423031743,925.2493399463124,14.419481722115767,21.408799595620234,40.59372040136458,56,女,本科,未婚,50-59
2023,7,Q4,西南,家居,产品11,728.7967247249461,2,0.23195030752408766,526.5257935330054,15.839512866746722,43.59471786690154,37.00971648990423,36,女,本科,已婚,30-39
2024,1,Q4,华东,电子产品,产品8,2934.613290323717,2,0.03187977143771875,23.27535933340188,10.845446204156486,16.980507253301063,44.57647490146995,62,男,本科,离异,60+
2023,9,Q1,西南,家居,产品44,3497.768427475914,7,0.23352852203441996,29.251795835351146,37.19462914744432,28.15371214620082,9.455600261435753,43,女,高中,已婚,40-49
2022,1,Q3,西北,食品,产品40,3532.996332332813,6,0.05116141466946776,973.2320186025212,8.112838572743772,9.809838297007726,4.81690178337486,61,男,硕士,未婚,60+
2024,1,Q3,华南,美妆,产品43,3792.013342232024,4,0.1342051647016877,229.23638245951258,19.904373604783473,34.70535063482783,15.828122818839375,29,女,博士,离异,20-29
2022,7,Q3,西北,家居,产品22,4377.011165671756,5,0.06313790165296028,807.5522059261715,17.712442697943402,42.62356738250772,6.676183701023391,39,男,其他,未婚,30-39
2023,2,Q3,华北,美妆,产品20,2549.7990606274634,1,0.20687491965996893,67.69254854496873,29.982187840556968,37.330127658608724,24.01772496787387,30,女,博士,未婚,30-39
2022,5,Q2,西南,家居,产品8,3678.221028694899,7,0.2631929208579107,921.9511093276036,37.8687319258881,28.54663308223958,28.853271837940667,45,男,其他,已婚,40-49
2024,8,Q3,西南,食品,产品29,3133.9464032926,8,0.08710856561000428,875.6728336300116,28.979439561353633,7.030214537065677,26.444699067629763,31,男,其他,已婚,30-39
2024,8,Q2,华北,电子产品,产品40,1014.5357050086445,9,0.024603222362456288,575.3822308101695,46.89616968387804,47.00484532268863,12.406565957171885,39,女,博士,已婚,30-39
2023,3,Q2,华北,食品,产品26,225.87925986010003,8,0.08954792942248897,18.908670710423216,47.81491874992994,36.74702968603856,40.98825736262706,47,男,高中,离异,40-49
2022,7,Q4,华南,电子产品,产品30,1494.2527898169756,5,0.20170855737965832,265.2327652831042,21.265939782433193,38.563890726439986,1.931584004356652,61,女,本科,离异,60+
2024,3,Q2,西南,电子产品,产品17,2270.865161054335,3,0.09862803826633498,412.7544209244803,39.995616932370176,40.76062589798632,16.312587565593688,37,女,高中,已婚,30-39
2023,6,Q1,西南,美妆,产品20,3123.8191277004157,9,0.08343365026614102,465.46347558008614,38.24606224706854,38.64845416674248,32.635668917514685,61,男,本科,离异,60+
2024,6,Q2,华南,食品,产品16,4264.800719465707,6,0.05533055717527948,304.7019709767483,45.18340662671723,24.850227384425015,34.74487275936301,44,女,硕士,离异,40-49
2024,3,Q4,华东,家居,产品46,1061.6040118602116,5,0.14925492806233007,42.61838956307468,25.15746380934665,38.01298231795761,19.309215955001836,55,男,其他,已婚,50-59
2022,7,Q2,华南,食品,产品43,715.1939705025378,3,0.08278464844715627,594.2261318672766,28.87129342390065,33.1262054514648,1.744031783280152,59,男,博士,未婚,50-59
2024,3,Q1,西北,美妆,产品7,4821.051742624205,6,0.21930310474184495,528.9131210178084,23.70984411117083,43.430735015095394,28.193921881444446,69,女,硕士,离异,60+
2022,8,Q1,西南,电子产品,产品16,629.4183409443948,3,0.022986720597660815,290.1706290747869,43.266961368486754,41.11069169018167,3.776165972061491,58,女,本科,离异,50-59
2024,10,Q1,华北,美妆,产品45,2444.606243525227,6,0.19920990993339527,47.59620789391046,15.336604191296047,6.861847211026695,5.745654150754637,51,女,高中,未婚,50-59
2023,4,Q4,西北,服装,产品47,2969.262271087179,4,0.07126800437033096,994.6482453497207,15.78690852091001,22.049919064967238,29.61103166443236,56,女,博士,未婚,50-59
2024,1,Q4,西南,服装,产品48,2752.7346624464476,2,0.14678377831548092,487.16632495814184,21.76722966096859,6.562226848275255,14.749486350285611,58,女,其他,未婚,50-59
2022,4,Q3,华南,家居,产品27,521.5575694614217,8,0.08582697660937817,758.4441993563363,15.365427444605803,9.593371614474407,16.31332671916313,61,男,硕士,已婚,60+
2022,7,Q4,西北,美妆,产品23,379.4318786177349,4,0.21683060280323868,457.79089470082215,30.245307638671434,32.063482490162514,22.419511387262713,54,男,其他,未婚,50-59
2023,11,Q1,西南,家居,产品24,616.8687945590748,9,0.283592112075491,52.738587954312024,11.052054792297604,44.3219819523014,44.05744937381245,18,女,本科,已婚,<20
2024,4,Q1,华东,家居,产品9,2969.3796509758013,7,0.27512303384094394,316.50473763464504,19.40837987318249,10.392114141917025,43.47945771250326,32,女,其他,未婚,30-39
2024,6,Q4,华东,服装,产品35,2767.2899494081735,2,0.17502786454322733,326.90903959584216,46.10501143140155,25.29901793600742,19.315483971843303,49,女,高中,未婚,40-49
2023,9,Q2,华北,家居,产品20,1245.3298809800467,4,0.13878309097709352,839.9693750085258,23.415146608630817,45.98955071628997,12.681965557604416,25,男,硕士,已婚,20-29
2024,1,Q4,西南,服装,产品37,3225.0932950433985,5,0.24549015283181452,657.6876782198756,38.670517242207914,41.64354426522145,14.314054717221094,50,男,硕士,已婚,50-59
2024,5,Q4,华东,电子产品,产品42,4118.330760072682,3,0.20499790878831897,282.6756046030781,10.105798626795831,28.385055340966847,12.826377119110582,35,男,高中,未婚,30-39
2022,11,Q1,华南,美妆,产品17,303.73690324830943,9,0.055069234265079856,968.0625551124951,16.14040286638031,39.7207147697974,24.41881551423835,62,女,其他,未婚,60+
2024,7,Q3,西南,家居,产品47,2540.836723385408,5,0.24627576408390006,328.32641407389264,41.33055295401658,28.521219832004164,27.701831543240854,46,女,高中,未婚,40-49
2024,1,Q1,华南,服装,产品31,3477.6210193031825,2,0.12866531681841306,998.2516855704331,39.33468213303623,12.114155177728195,22.506293082105305,49,男,博士,离异,40-49
2023,4,Q3,华南,食品,产品8,1336.3284426414666,3,0.05669569799135253,996.2020562385605,22.37701633672195,10.61312509497556,18.951751938918704,50,女,高中,未婚,50-59
2023,6,Q1,华东,家居,产品15,1608.0774359364307,9,0.08453920511894773,199.29841256927438,47.94786059150634,13.47657044301814,10.296541653077263,22,女,其他,已婚,20-29
2022,2,Q4,西南,电子产品,产品31,3106.8257246479807,7,0.0802581090745027,319.6137050265162,45.978935712554545,20.791494273455577,22.230246020812988,35,男,高中,离异,30-39
2024,10,Q1,西北,电子产品,产品30,4499.882937874311,2,0.15576209238103803,491.18375649980766,48.30353371005079,46.87381704533084,16.008519407308153,65,男,本科,已婚,60+
2024,5,Q1,华东,食品,产品46,4068.629659484207,9,0.07031102720336264,667.459664436412,24.256161058450342,40.98552861441206,24.830200363127087,27,女,高中,离异,20-29
2024,11,Q1,华东,服装,产品20,2957.338073587959,4,0.03706994622047285,532.7669745137613,13.886311265855737,24.47607025518429,30.70833428251145,53,男,高中,离异,50-59
2022,10,Q4,西南,家居,产品39,3678.086417010521,9,0.03710725518412822,969.7470544409342,33.19963875911034,27.18845194044083,28.865735675210864,50,女,其他,已婚,50-59
2022,1,Q4,西南,服装,产品12,1887.6301040182136,2,0.17498285914172898,726.7492725933346,35.81479212256393,16.952425594988668,21.349569257846106,40,男,博士,离异,40-49
2023,6,Q4,华南,电子产品,产品49,3240.731087683913,4,0.22042778665481358,219.92440088914466,10.6448803002734,36.69588304124586,25.466306668318282,57,男,博士,已婚,50-59
2022,6,Q4,西南,服装,产品17,2384.289796525029,5,0.09645990265150224,114.04657471150193,40.391736543315766,41.12445521579171,13.533669762273426,22,女,其他,未婚,20-29
2024,4,Q3,华南,电子产品,产品42,1030.6870686420484,2,0.010395212944205123,691.5172778022632,5.812709889198223,15.750711305040944,2.0665713969851462,51,女,其他,离异,50-59
2024,8,Q3,华东,服装,产品30,3538.5175419985603,1,0.03816746608110322,166.86791577895536,26.722777436455253,6.881973070390941,28.50085598339658,41,男,其他,已婚,40-49
2022,4,Q2,华北,食品,产品29,2826.6767230092278,7,0.27440836810111713,789.8000719323966,19.89573167727027,33.07500244233367,12.113016602058226,34,女,本科,离异,30-39
2024,8,Q4,西北,美妆,产品19,1857.2457515725978,1,0.1480630978768359,317.9263005877336,38.31363769545878,30.313045361089248,30.43396324300408,48,男,硕士,已婚,40-49
2024,8,Q3,华东,食品,产品46,4565.5620313852905,8,0.13607184288455243,333.62433042505046,19.074232733981717,23.095901976299437,33.86837398226621,24,女,高中,未婚,20-29
2022,5,Q1,西南,食品,产品11,202.577177350993,3,0.011414753493027273,20.690408465616848,42.20632007514648,33.97522737979446,41.30082082856637,34,男,其他,未婚,30-39
2022,4,Q4,西北,美妆,产品34,1647.2884411225305,6,0.21859110669506973,704.0011544240903,31.772906995136474,29.77759840933146,43.15740300110297,45,男,其他,离异,40-49
2024,12,Q2,华北,美妆,产品7,378.7188491104681,7,0.15842042427962366,122.13705553403892,40.725201279293245,16.276170946738674,1.4631460376268635,55,男,其他,离异,50-59
2024,2,Q2,华北,家居,产品44,3855.983849485973,1,0.06062428082595623,775.151771688883,49.52032870278307,22.897803903022506,44.576465211604045,39,女,博士,已婚,30-39
